Label,site_id,Region,WeatherFolder,X_WGS84,Y_WGS84,ELEV_m,ASPECT,SLOPE,Include_YN
00133_StudyDelineation,133,1,Weather_NCEPCFSR_-52.298--70.313,-70.3125,-52.34375,199,,,1
